                                      1 ;--------------------------------------------------------
                                      2 ; File Created by SDCC : free open source ANSI-C Compiler
                                      3 ; Version 3.6.0 #9615 (MINGW64)
                                      4 ;--------------------------------------------------------
                                      5 	.module main
                                      6 	.optsdcc -mmcs51 --model-small
                                      7 	
                                      8 ;--------------------------------------------------------
                                      9 ; Public variables in this module
                                     10 ;--------------------------------------------------------
                                     11 	.globl _esc_RAM_SPI_PARM_2
                                     12 	.globl _fonte
                                     13 	.globl _main
                                     14 	.globl _limpa_tela
                                     15 	.globl _uart_ISR
                                     16 	.globl _escolher_entrada
                                     17 	.globl _definir_tempo_bluetooth
                                     18 	.globl _verifica_RAM_SPI
                                     19 	.globl _le_RAM_SPI
                                     20 	.globl _esc_RAM_SPI
                                     21 	.globl _delay_us
                                     22 	.globl _delay_ms
                                     23 	.globl _setup
                                     24 	.globl _escreve_caractere
                                     25 	.globl _caractere_para_ascii
                                     26 	.globl _limpa_glcd
                                     27 	.globl _conf_pag
                                     28 	.globl _conf_Y
                                     29 	.globl _init_GLCD
                                     30 	.globl _esc_glcd
                                     31 	.globl _le_glcd
                                     32 	.globl _Init_Device
                                     33 	.globl _Interrupts_Init
                                     34 	.globl _Oscillator_Init
                                     35 	.globl _Port_IO_Init
                                     36 	.globl _Voltage_Reference_Init
                                     37 	.globl _DAC_Init
                                     38 	.globl _ADC_Init
                                     39 	.globl _SPI_Init
                                     40 	.globl _SMBus_Init
                                     41 	.globl _UART_Init
                                     42 	.globl _Timer_Init
                                     43 	.globl _Reset_Sources_Init
                                     44 	.globl _printf_fast_f
                                     45 	.globl _CANTEST
                                     46 	.globl _CANCCE
                                     47 	.globl _CANDAR
                                     48 	.globl _CANIF
                                     49 	.globl _CANEIE
                                     50 	.globl _CANSIE
                                     51 	.globl _CANIE
                                     52 	.globl _CANINIT
                                     53 	.globl _SPIEN
                                     54 	.globl _TXBMT
                                     55 	.globl _NSSMD0
                                     56 	.globl _NSSMD1
                                     57 	.globl _RXOVRN
                                     58 	.globl _MODF
                                     59 	.globl _WCOL
                                     60 	.globl _SPIF
                                     61 	.globl _AD2WINT
                                     62 	.globl _AD2CM0
                                     63 	.globl _AD2CM1
                                     64 	.globl _AD2CM2
                                     65 	.globl _AD2BUSY
                                     66 	.globl _AD2INT
                                     67 	.globl _AD2TM
                                     68 	.globl _AD2EN
                                     69 	.globl _AD0LJST
                                     70 	.globl _AD0WINT
                                     71 	.globl _AD0CM0
                                     72 	.globl _AD0CM1
                                     73 	.globl _AD0BUSY
                                     74 	.globl _AD0INT
                                     75 	.globl _AD0TM
                                     76 	.globl _AD0EN
                                     77 	.globl _CCF0
                                     78 	.globl _CCF1
                                     79 	.globl _CCF2
                                     80 	.globl _CCF3
                                     81 	.globl _CCF4
                                     82 	.globl _CCF5
                                     83 	.globl _CR
                                     84 	.globl _CF
                                     85 	.globl _P
                                     86 	.globl _F1
                                     87 	.globl _OV
                                     88 	.globl _RS0
                                     89 	.globl _RS1
                                     90 	.globl _F0
                                     91 	.globl _AC
                                     92 	.globl _CY
                                     93 	.globl _CPRL4
                                     94 	.globl _CT4
                                     95 	.globl _TR4
                                     96 	.globl _EXEN4
                                     97 	.globl _EXF4
                                     98 	.globl _TF4
                                     99 	.globl _CPRL3
                                    100 	.globl _CT3
                                    101 	.globl _TR3
                                    102 	.globl _EXEN3
                                    103 	.globl _EXF3
                                    104 	.globl _TF3
                                    105 	.globl _CPRL2
                                    106 	.globl _CT2
                                    107 	.globl _TR2
                                    108 	.globl _EXEN2
                                    109 	.globl _EXF2
                                    110 	.globl _TF2
                                    111 	.globl _LEC0
                                    112 	.globl _LEC1
                                    113 	.globl _LEC2
                                    114 	.globl _TXOK
                                    115 	.globl _RXOK
                                    116 	.globl _EPASS
                                    117 	.globl _EWARN
                                    118 	.globl _BOFF
                                    119 	.globl _SMBTOE
                                    120 	.globl _SMBFTE
                                    121 	.globl _AA
                                    122 	.globl _SI
                                    123 	.globl _STO
                                    124 	.globl _STA
                                    125 	.globl _ENSMB
                                    126 	.globl _BUSY
                                    127 	.globl _PX0
                                    128 	.globl _PT0
                                    129 	.globl _PX1
                                    130 	.globl _PT1
                                    131 	.globl _PS0
                                    132 	.globl _PT2
                                    133 	.globl _EX0
                                    134 	.globl _ET0
                                    135 	.globl _EX1
                                    136 	.globl _ET1
                                    137 	.globl _ES0
                                    138 	.globl _ET2
                                    139 	.globl _EA
                                    140 	.globl _RI1
                                    141 	.globl _TI1
